### AlicePawn -- 718 own properties (offsets from live-process dump)
  +0x988   LockedZones                                    ArrayProperty     
  SCRIPT   AlicePawn.DelayAttachWeapon                                      191    Defined|Simulated|Public|HasDefaults
        (struct tempweaponpara@0x0)
  SCRIPT   AlicePawn.DelayWeaponFadeIn                                      123    Defined|Simulated|Public
        ()
  SCRIPT   AlicePawn.DelayedChangeWonderlandDress                           204    Defined|HasOptionalParms|Public
        (byte NewDress@0x0, bool bShouldBlock@0x4, object pGFXMovie@0x8, int ReturnValue@0xc)
  STUB     AlicePawn.DeliverDataWhenSwitched                                3      Event|Public
        (object NewPawn@0x0)
  SCRIPT   AlicePawn.Destroyed                                              193    Defined|Simulated|Event|Public
        ()
  SCRIPT   AlicePawn.DetachNPC                                              451    Defined|Public
        (object PawnToBeDetached@0x0, bool ReturnValue@0x4, int SocketIndex@0x8, bool bSucceed@0xc, bool bIsAnyDetachedNPC@0x10, object APC@0x14)
  SCRIPT   AlicePawn.DetachWatch                                            43     Defined|Public
        ()
  SCRIPT   AlicePawn.Died                                                   125    Defined|Public
        (object Killer@0x0, class DamageType@0x4, struct HitLocation@0x8, bool ReturnValue@0x14)
  NATIVE   AlicePawn.DisableCameraPreset                                    18     Simulated|Native|HasOptionalParms|Public|HasOutParms
        (int nCameraPreset@0x0, struct BlendParams@0x4, struct UserPreset@0x18)
  NATIVE   AlicePawn.DisactiveCameraPreset                                  7      Native|Public|HasOutParms
        (struct ACP@0x0)
  NATIVE   AlicePawn.DisactiveCurCameraPreset                               2      Native|Public
        ()
  SCRIPT   AlicePawn.DiscardWatch                                           41     Defined|Exec|Public
        ()
  SCRIPT   AlicePawn.DisplayDebug                                           4451   Defined|Simulated|Public|HasOutParms|HasDefaults
        (object HUD@0x0, float out_YL@0x4, float out_YPos@0x8, float XL@0xc, float k0@0x10, float b0@0x14, float k1@0x18, float b1@0x1c, object Canvas@0x20, struct DrawColor@0x24, struct Hpdrawlocation@0x28, object APC@0x34, int I@0x38, str ActorNames@0x3c, str sJumpStuck@0x48)
  SCRIPT   AlicePawn.DoDamageEffects                                        73     Defined|Public
        (float Damage@0x0, object InstigatedBy@0x4, struct HitLocation@0x8, class DamageType@0x14, struct Momentum@0x18, struct HitInfo@0x24)
  SCRIPT   AlicePawn.DoHitShieldReaction                                    46     Defined|Event|Public
        ()
  SCRIPT   AlicePawn.DoJump                                                 1825   Defined|Public
        (bool bUpdating@0x0, bool ReturnValue@0x4, float OldVelocityZ@0x8)
  NATIVE   AlicePawn.DoesWonderlandDressPackageExist                        7      Native|Public
        (byte Dress@0x0, bool ReturnValue@0x4)
  SCRIPT   AlicePawn.Draw3Dtext                                             351    Defined|Public|HasDefaults
        (object in_canvas@0x0, struct TextLocation@0x4, str Text@0x10, struct TextColor@0x1c, struct tempScreen@0x20)
  SCRIPT   AlicePawn.DrawTargetCone                                         18     Defined|Exec|Public
        ()
  NATIVE   AlicePawn.EnableAirControl                                       7      Native|Public
        (bool bEnable@0x0)
  SCRIPT   AlicePawn.EnableCamPPEffects                                     90     Defined|Simulated|Event|Public
        (bool bEnable@0x0, int I@0x4)
  NATIVE   AlicePawn.EnableCameraPreset                                     18     Simulated|Native|HasOptionalParms|Public|HasOutParms
        (int nCameraPreset@0x0, struct BlendParams@0x4, struct UserPreset@0x18)
  SCRIPT   AlicePawn.EnableEndurance                                        65     Defined|Exec|Public
        ()
  SCRIPT   AlicePawn.EnableHysteriaMeshes                                   656    Defined|Public|HasDefaults
        (bool bEnabled@0x0, struct tempweaponpara@0x4)
  SCRIPT   AlicePawn.EnablePPEffect                                         288    Defined|Simulated|Public|HasOutParms
        (array PPEffectName@0x0, array PPEffects@0xc, bool bEnable@0x18, object LP@0x1c, object PPEffect@0x20, int I@0x24)
  SCRIPT   AlicePawn.EnableSwitchLockOnCamera                               32     Defined|Simulated|Public
        (float fDeltaTime@0x0, bool ReturnValue@0x4)
  NATIVE   AlicePawn.EnableTranslateIK                                      7      Native|Public
        (bool bEnable@0x0)
  SCRIPT   AlicePawn.EndFrozen                                              44     Defined|Public
        ()
  SCRIPT   AlicePawn.EndGlideLoopingEffect                                  43     Defined|Public
        ()
  SCRIPT   AlicePawn.EndGrabbed                                             68     Defined|Public
        ()
  SCRIPT   AlicePawn.EnduanceUsedUp                                         64     Defined|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.EntryHysteriaMode                                      888    Defined|Public
        (object TC@0x0)
  SCRIPT   AlicePawn.FadeInUmbrella                                         112    Defined|Simulated|Public
        ()
  SCRIPT   AlicePawn.FadeInWeapon                                           511    Defined|Simulated|Public|HasDefaults
        (struct Loc@0x0, struct Rot@0xc, int iWeaponType@0x18, name SktName@0x1c, struct tempweaponpara@0x24)
  SCRIPT   AlicePawn.FadeOutUmbrella                                        142    Defined|Simulated|Event|Public
        ()
  SCRIPT   AlicePawn.FadeOutWeapon                                          414    Defined|Simulated|HasOptionalParms|Public|HasDefaults
        (bool bDetachFromPawn@0x0, struct Loc@0x4, struct Rot@0x10, int iWeaponType@0x1c, name SktName@0x20)
  NATIVE   AlicePawn.FarMoveSetLocation                                     12     Final|Native|Public
        (struct SetLocation@0x0, bool bNoCheck@0xc)
  SCRIPT   AlicePawn.FindCamPPEffects                                       182    Defined|Simulated|Public
        (object LP@0x0, object PPEffect@0x4, int I@0x8)
  SCRIPT   AlicePawn.FindoutCollisionHeightWhenClimbing                     328    Defined|Public
        (object L@0x0)
  SCRIPT   AlicePawn.ForceAttachWatchAfterDodge                             189    Defined|Public|HasDefaults
        (struct RelRot@0x0)
  SCRIPT   AlicePawn.ForceDetachAllNPC                                      132    Defined|Public
        (int I@0x0)
  SCRIPT   AlicePawn.ForceDoJumpSpecialMove                                 71     Defined|Simulated|Event|Public
        (bool bForce@0x0)
  SCRIPT   AlicePawn.ForceHideFadeOutUmbrella                               47     Defined|Public
        ()
  SCRIPT   AlicePawn.ForceWeaponSetHidden                                   20     Defined|Public
        (bool Set@0x0)
  NATIVE   AlicePawn.GetActiveCameraPreset                                  12     Native|Public|HasOutParms
        (int I@0x0, struct ACP@0x4, bool ReturnValue@0x7c)
  NATIVE   AlicePawn.GetActiveCameraPresetNum                               2      Native|Public
        (int ReturnValue@0x0)
  SCRIPT   AlicePawn.GetActorEyesViewPoint                                  90     Defined|Simulated|Event|Public|HasOutParms
        (struct out_Location@0x0, struct out_Rotation@0xc)
  SCRIPT   AlicePawn.GetAdjustedAimFor                                      223    Defined|Simulated|Public|HasDefaults
        (object W@0x0, struct StartFireLoc@0x4, struct ReturnValue@0x10, struct CrossHairLocation@0x1c, struct AimDir@0x28, struct Loc@0x34, struct Rot@0x40)
  SCRIPT   AlicePawn.GetAliceFootPoint                                      106    Defined|Simulated|Public|HasOutParms|HasDefaults
        (struct Point@0x0, struct LeftSoleLoc@0xc, struct RightSoleLoc@0x18, struct Rot@0x24)
  SCRIPT   AlicePawn.GetCamDistScaleWhenFacingCam                           86     Defined|Simulated|Public|HasDefaults
        (float ReturnValue@0x0, struct ACP@0x4)
  SCRIPT   AlicePawn.GetCheshireCatSkelActor                                47     Defined|Public
        (object ReturnValue@0x0)
  NATIVE   AlicePawn.GetContextEvents                                       12     Native|Public|HasOutParms
        (class DesiredClass@0x0, array OutContextEvents@0x4)
  NATIVE   AlicePawn.GetCurAbilityCamera                                    7      Native|Public|HasOutParms
        (struct ACP@0x0, bool ReturnValue@0x78)
  NATIVE   AlicePawn.GetCurCameraPreset                                     7      Native|Public|HasOutParms
        (struct ACP@0x0, bool ReturnValue@0x78)
  NATIVE   AlicePawn.GetCurrentAttackTargetActor                            2      Native|Public
        (object ReturnValue@0x0)
  SCRIPT   AlicePawn.GetCurrentWeaponType                                   321    Defined|Event|HasOptionalParms|Public
        (bool bCheckHidden@0x0, int ReturnValue@0x4, int Id@0x8, object AliceWeapon@0xc, object APC@0x10)
  SCRIPT   AlicePawn.GetDefaultWonderlandDress                              177    Defined|Public
        ()
  SCRIPT   AlicePawn.GetHairInfoFromHairComponent                           524    Defined|Event|Public|HasOutParms
        (struct HairInfo@0x0)
  NATIVE   AlicePawn.GetHobbyHorse                                          2      Native|Public
        (object ReturnValue@0x0)
  SCRIPT   AlicePawn.GetLookAtPriority                                      13     Defined|Simulated|Public
        (object PC@0x0, int DefaultPriority@0x4, int ReturnValue@0x8)
  SCRIPT   AlicePawn.GetMaxStrafeSpeed                                      1127   Defined|Public|HasDefaults
        (float ReturnValue@0x0, float BlendedStrafeSpeed@0x4, struct sWeaponStrafeSpeed@0x8, float A@0x18, float B@0x1c, float InputSize@0x20, struct vInput@0x24)
  NATIVE   AlicePawn.GetPreviousAbilityCamera                               7      Native|Public|HasOutParms
        (struct ACP@0x0, bool ReturnValue@0x78)
  NATIVE   AlicePawn.GetShieldKnockBackDistScale                            7      Native|Public
        (int ShieldIndex@0x0, float ReturnValue@0x4)
  NATIVE   AlicePawn.GetShieldKnockBackTimeScale                            7      Native|Public
        (int ShieldIndex@0x0, float ReturnValue@0x4)
  SCRIPT   AlicePawn.GetSmartDropHealthArray                                99     Defined|Public
        (array ReturnValue@0x0)
  SCRIPT   AlicePawn.GetSpeedThresholdWalkNRun                              33     Defined|Simulated|Public
        (float ReturnValue@0x0)
  SCRIPT   AlicePawn.GetSteamVentAccel                                      148    Defined|Event|Public
        (object Volume@0x0, struct ReturnValue@0x4, object HVolume@0x10)
  SCRIPT   AlicePawn.GetT1BossXPAmount                                      143    Defined|Public
        (int ReturnValue@0x0)
  SCRIPT   AlicePawn.GetT1LgeXPAmount                                       143    Defined|Public
        (int ReturnValue@0x0)
  SCRIPT   AlicePawn.GetT1MedXPAmount                                       143    Defined|Public
        (int ReturnValue@0x0)
  SCRIPT   AlicePawn.GetT2LgeXPAmount                                       143    Defined|Public
        (int ReturnValue@0x0)
  SCRIPT   AlicePawn.GetT2MedXPAmount                                       143    Defined|Public
        (int ReturnValue@0x0)
  SCRIPT   AlicePawn.GetT2SmlXPAmount                                       143    Defined|Public
        (int ReturnValue@0x0)
  SCRIPT   AlicePawn.GetTokenAmount                                         49     Defined|Public
        (int ReturnValue@0x0)
  SCRIPT   AlicePawn.GetUnshrinkBaseOffsetZ                                 49     Defined|Event|Public
        (float ReturnValue@0x0)
  NATIVE   AlicePawn.GetUserWonderlandDress                                 2      Native|Public
        (byte ReturnValue@0x0)
  NATIVE   AlicePawn.GetVorpalBlade                                         2      Native|Public
        (object ReturnValue@0x0)
  SCRIPT   AlicePawn.GetWeaponMorphTime                                     157    Defined|Simulated|Public
        (object DesiredWeapon@0x0, float ReturnValue@0x4)
  SCRIPT   AlicePawn.GetWeaponStartTraceLocation                            56     Defined|Simulated|Event|HasOptionalParms|Public
        (object CurrentWeapon@0x0, struct ReturnValue@0x4)
  SCRIPT   AlicePawn.GetXPValue                                             13     Defined|Public
        (int ReturnValue@0x0)
  SCRIPT   AlicePawn.GetaUp                                                 31     Defined|Event|Public
        (float ReturnValue@0x0)
  SCRIPT   AlicePawn.GiantStomp                                             806    Defined|Event|Public|HasDefaults
        (float HitRadius@0x0, float HitAngle@0x4, object CrowdAgent@0x8, object BreakableActor@0xc, struct pos@0x10, struct Start@0x1c, struct End@0x28, struct HitLoc@0x34, struct HitNorm@0x40, object npc@0x4c, float Angle@0x50, object DestructibleActor@0x54, struct LPos@0x58)
  SCRIPT   AlicePawn.HideAlicePawn                                          28     Defined|Event|Public
        (bool bHide@0x0)
  SCRIPT   AlicePawn.HitWall                                                269    Defined|Event|Public|HasDefaults
        (struct HitNormal@0x0, object Wall@0xc, component WallComp@0x10, struct NewLoc@0x14)
  SCRIPT   AlicePawn.InitShadowMode                                         23     Defined|Public
        ()
  SCRIPT   AlicePawn.InteractBlockPiece                                     54     Defined|Exec|Public
        ()
  SCRIPT   AlicePawn.IsAliceCameraFloatDirty                                26     Defined|Simulated|Public
        (float in_Float@0x0, bool ReturnValue@0x4)
  SCRIPT   AlicePawn.IsAliceCameraRotatorDirty                              93     Defined|Simulated|Public
        (struct in_Rotator@0x0, bool ReturnValue@0xc)
  SCRIPT   AlicePawn.IsAliceCameraVectorDirty                               93     Defined|Simulated|Public
        (struct in_Vector@0x0, bool ReturnValue@0xc)
  SCRIPT   AlicePawn.IsAliceHoldingWatch                                    14     Defined|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.IsAttachedByNPCs                                       39     Defined|Public
        (bool ReturnValue@0x0)
  NATIVE   AlicePawn.IsCurAbilityCamera                                     7      Native|Public|HasOutParms
        (struct ACP@0x0, bool ReturnValue@0x78)
  SCRIPT   AlicePawn.IsCurCameraMagnet                                      33     Defined|Simulated|Public
        (object Candidate@0x0, bool ReturnValue@0x4)
  NATIVE   AlicePawn.IsCurCameraPreset                                      7      Native|Public|HasOutParms
        (struct ACP@0x0, bool ReturnValue@0x78)
  SCRIPT   AlicePawn.IsCycleExpired                                         49     Defined|Event|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.IsCycleExpiredEX                                       49     Defined|Event|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.IsDoubleJumping                                        14     Defined|Event|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.IsFighting                                             33     Defined|Simulated|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.IsInContextActorRange                                  16     Defined|Simulated|Event|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.IsInShadowMode                                         21     Defined|Simulated|Public
        (bool ReturnValue@0x0)
  NATIVE   AlicePawn.IsLoadingWonderlandDressPackage                        7      Native|Public
        (byte Dress@0x0, bool ReturnValue@0x4)
  SCRIPT   AlicePawn.IsLockOnBlocked                                        625    Defined|Public|HasDefaults
        (struct TargetLoc@0x0, bool ReturnValue@0xc, bool bCameraBlock@0x10, bool bPawnBlock@0x14, struct out_HitLocation@0x18, struct out_HitNormal@0x24, struct TraceExtent@0x30, struct cameraLoc@0x3c, struct cameraRot@0x48, object TraceActor@0x54, struct HitInfo@0x58)
  SCRIPT   AlicePawn.IsMeleeFiring                                          157    Defined|Simulated|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.IsNewSteamVent                                         50     Defined|Public
        (bool ReturnValue@0x0)
  NATIVE   AlicePawn.IsPreviousAbilityCamera                                7      Native|Public|HasOutParms
        (struct ACP@0x0, bool ReturnValue@0x78)
  SCRIPT   AlicePawn.IsRangeFiring                                          14     Defined|Simulated|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.IsReadyToCollectBlockPiece                             94     Defined|Public
        (bool ReturnValue@0x0)
  NATIVE   AlicePawn.IsShieldBlocking                                       2      Native|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.JumpButtonReleased                                     90     Defined|Exec|Public
        ()
  SCRIPT   AlicePawn.JumpOffPawn                                            98     Defined|Public
        (object APC@0x0)
  SCRIPT   AlicePawn.KillAllNpc                                             198    Defined|Exec|Public
        (object NPCPawn@0x0)
  SCRIPT   AlicePawn.Landed                                                 954    Defined|Event|Public
        (struct HitNormal@0x0, object FloorActor@0xc)
  SCRIPT   AlicePawn.LeaveHysteriaMode                                      501    Defined|Public
        (object TC@0x0)
  SCRIPT   AlicePawn.LeaveSprintState                                       131    Defined|Public
        (object PlayerState@0x0)
  SCRIPT   AlicePawn.LeaveSwimMode                                          51     Defined|Public
        ()
  SCRIPT   AlicePawn.LoadCurCameraDistFOVInfo                               91     Defined|Simulated|Public
        ()
  NATIVE   AlicePawn.LoadWonderlandDressPackage                             17     Native|Public
        (byte Dress@0x0, bool bShouldBlock@0x4, object pGFXMovie@0x8, int ReturnValue@0xc)
  SCRIPT   AlicePawn.LockOnModeCameraOffsetAdjustment                       890    Defined|Simulated|Public|HasOutParms|HasDefaults
        (float fDeltaTime@0x0, struct CamOffset@0x4, struct TargetDir@0x10, struct AliceDir@0x1c, struct DirCross@0x28, object APC@0x34, float TargetAliceAngle@0x38)
  SCRIPT   AlicePawn.MergeACP                                               583    Defined|Simulated|Event|Public|HasOutParms
        (struct NewACP@0x0, struct ACP@0x78)
  SCRIPT   AlicePawn.ModifyCameraPostProcessSettings                        952    Defined|Event|Public|HasOutParms
        (struct PPSettings@0x0, bool bGamePlayCamera@0xe8, object APC@0xec, float DistToCamera@0xf0, int FlagX@0xf4, int FlagY@0xf8, int FlagZ@0xfc)
  STUB     AlicePawn.ModifyCameraPostProcessSettings_AfterSuper             3      Event|Public|HasOutParms
        (struct PPSettings@0x0, bool bGamePlayCamera@0xe8)
  NATIVE   AlicePawn.MoveMe                                                 7      Native|Public
        (struct Delta@0x0)
  SCRIPT   AlicePawn.NameAbilityCameras                                     362    Defined|Simulated|Public
        ()
  SCRIPT   AlicePawn.NotifyAllNpcAliceTakeDamage                            218    Defined|Public
        (object NPCPawn@0x0)
  SCRIPT   AlicePawn.NotifyAttachNPC                                        69     Defined|Event|Public
        (object AttachPawn@0x0, object kPawn@0x4)
  SCRIPT   AlicePawn.NotifyDetachNPC                                        45     Defined|Event|Public
        (object DetachPawn@0x0, object kPawn@0x4)
  SCRIPT   AlicePawn.OnAnimEnd                                              164    Defined|Event|Public
        (object SeqNode@0x0, float PlayedTime@0x4, float ExcessTime@0x8)
  SCRIPT   AlicePawn.OnSlideToTargetEnd                                     101    Defined|Public
        ()
  SCRIPT   AlicePawn.OnSwitchLockOnTarget                                   29     Defined|Simulated|Public
        ()
  SCRIPT   AlicePawn.PendingHideWeapon                                      183    Defined|Simulated|Public
        ()
  SCRIPT   AlicePawn.PickedUpNewWeapon                                      336    Defined|Public|HasDefaults
        (class NewWeaponClass@0x0, bool ReturnValue@0x4, struct NewWeaponPara@0x8, object NewW@0x4c)
  SCRIPT   AlicePawn.PlayAttackForceFeedback                                76     Defined|Event|Public
        (object ConfigPawn@0x0)
  SCRIPT   AlicePawn.PlayBubbleEffect                                       69     Defined|Public|HasDefaults
        (struct SocketLoc@0x0, struct SocketRot@0xc)
  SCRIPT   AlicePawn.PlayColdBreath                                         69     Defined|Public|HasDefaults
        (struct SocketLoc@0x0, struct SocketRot@0xc)
  SCRIPT   AlicePawn.PlayDeathEffect                                        22     Defined|Simulated|Public
        ()
  SCRIPT   AlicePawn.PlayDeathParticleAndSound                              501    Defined|Event|Public|HasDefaults
        (int Index@0x0, struct Loc@0x4, struct Rot@0x10, object pMaterial@0x1c)
  NATIVE   AlicePawn.PlayDeathRagdoll                                       2      Native|Public
        ()
  SCRIPT   AlicePawn.PlayEnterHysteriaEffect                                38     Defined|Public
        ()
  SCRIPT   AlicePawn.PlayEnterHysteriaEffect2                               38     Defined|Public
        ()
  SCRIPT   AlicePawn.PlayEnterHysteriaEffect3                               40     Defined|Public
        ()
  SCRIPT   AlicePawn.PlayFrozenBreakParticle                                60     Defined|Public
        ()
  SCRIPT   AlicePawn.PlayFrozenParticle                                     130    Defined|Public
        ()
  SCRIPT   AlicePawn.PlayGlideBeginParticle                                 109    Defined|Public
        (object GlideBeginEmitter@0x0)
  SCRIPT   AlicePawn.PlayGlideParticle                                      141    Defined|Public
        (bool bTurnOn@0x0)
  SCRIPT   AlicePawn.PlayHealthDamageEffect                                 210    Defined|Simulated|HasOptionalParms|Public|HasOutParms
        (bool bHealth@0x0, object Sound@0x4, object CameraAnimation@0x8, bool bLoopCameraAnim@0xc, object FFWaveform@0x10, array PPEffectName@0x14, array PPEffects@0x20, object Ctrl@0x2c)
  SCRIPT   AlicePawn.PlayLandedParticle                                     376    Defined|Public|HasDefaults
        (object LandedEmitter@0x0, struct TraceStart@0x4, struct TraceDest@0x10, struct out_HitLocation@0x1c, struct out_HitNormal@0x28, struct TraceExtent@0x34, struct ParticleLoc@0x40, struct HitInfo@0x4c, object TraceActor@0x68, object PM@0x6c, object LandedParticle@0x70, object LandedSound@0x74)
  SCRIPT   AlicePawn.PlayParticle                                           161    Defined|HasOptionalParms|Public
        (struct Loc@0x0, struct Rot@0xc, object NewTemplate@0x18, bool bDestroyOnFinish@0x1c, object MyBase@0x20, object ParticleEmitter@0x24)
  SCRIPT   AlicePawn.PlayRespawnEffect                                      22     Defined|Simulated|Public
        ()
  SCRIPT   AlicePawn.PlaySlideCameraAnim                                    49     Defined|Public
        ()
  SCRIPT   AlicePawn.PlayWeaponSwitch                                       251    Defined|Simulated|Public|HasDefaults
        (object OldWeapon@0x0, object NewWeapon@0x4, struct tempweaponpara@0x8, object NewW@0x4c)
  SCRIPT   AlicePawn.PostBeginPlay                                          1382   Defined|Event|Public
        (int Idx@0x0, object APC@0x4, object AliceCamera@0x8)
  SCRIPT   AlicePawn.PostDealWithDataAfterSwitched                          31     Defined|Event|Public
        ()
  SCRIPT   AlicePawn.PostSetPhysFalling                                     63     Defined|Event|Public
        (bool bForce@0x0)
  STUB     AlicePawn.PostWeaponListInit                                     3      Simulated|Public
        ()
  SCRIPT   AlicePawn.PreBeginPlay                                           438    Defined|Simulated|Event|Public
        ()
  SCRIPT   AlicePawn.PreLoadCheckpoint                                      13     Defined|Event|Public
        ()
  NATIVE   AlicePawn.PrepareEndingOfJumpToAnotherLedge                      2      Native|Public
        ()
  SCRIPT   AlicePawn.PrepareForSwitchArchetype                              59     Defined|Simulated|Public
        ()
  NATIVE   AlicePawn.PrepareStartingOfJumpToAnotherLedge                    7      Native|Public
        (byte jumpDir@0x0)
  SCRIPT   AlicePawn.RecoverEndurance                                       107    Defined|Public
        (float DeltaTime@0x0)
  SCRIPT   AlicePawn.ResetAliceCameraDelays                                 113    Defined|Simulated|Public
        ()
  SCRIPT   AlicePawn.ResetAliceCameraProperties                             327    Defined|Simulated|Event|HasOptionalParms|Public
        (bool bClearCurAbilityCamera@0x0)
  SCRIPT   AlicePawn.ResetDressMorphingData                                 47     Defined|Simulated|Public
        ()
  SCRIPT   AlicePawn.ResetEdgeJump                                          11     Defined|Public
        ()
  SCRIPT   AlicePawn.ResetGlideCameraInertiaFlags                           27     Defined|Public
        ()
  NATIVE   AlicePawn.ResetMorphingData                                      7      Simulated|Native|Public
        (name MorphNodeName@0x0)
  SCRIPT   AlicePawn.ResetRepulsor                                          11     Defined|Public
        ()
  SCRIPT   AlicePawn.ResetRotation                                          58     Defined|Public|HasDefaults
        (struct NewRotation@0x0)
  SCRIPT   AlicePawn.ResetTimeVaryingMaterials                              118    Defined|Public
        (int Index@0x0, object MITV@0x4)
  SCRIPT   AlicePawn.ResetUpperBodyComponent                                49     Defined|Public
        ()
  NATIVE   AlicePawn.RestorePreviousAbilityCamera                           2      Native|Public
        ()
  SCRIPT   AlicePawn.RevertDeathMaterial                                    501    Defined|Event|Public|HasDefaults
        (int Index@0x0, struct Loc@0x4, struct Rot@0x10, object pMaterial@0x1c)
  NATIVE   AlicePawn.RevertDeathRagdoll                                     2      Native|Public
        ()
  SCRIPT   AlicePawn.SaveCurCameraDistFOVInfo                               91     Defined|Simulated|Public
        ()
  NATIVE   AlicePawn.SavePreviousAbilityCamera                              2      Native|Public
        ()
  SCRIPT   AlicePawn.SaveTargetCameraDistFOVInfo                            91     Defined|Simulated|Public
        ()
  SCRIPT   AlicePawn.SetAliceAbilityCamera                                  726    Defined|Simulated|Event|HasOptionalParms|Public|HasOutParms|HasDefaults
        (struct ACP@0x0, bool bSetBackToDefault@0x78, bool bChangeAnim@0x7c, struct CamPreset@0x80, struct FlagACP@0xf8, int I@0x170)
  SCRIPT   AlicePawn.SetAliceCameraFloat                                    29     Defined|Simulated|Public|HasOutParms
        (float out_Float@0x0, float in_FlagFloat@0x4, float in_Float@0x8)
  SCRIPT   AlicePawn.SetAliceCameraProperties                               1046   Defined|Simulated|Event|HasOptionalParms|Public
        (struct ACP@0x0, bool bSetBackToDefault@0x78, bool bChangeAnim@0x7c)
  SCRIPT   AlicePawn.SetAliceCameraRotator                                  180    Defined|Simulated|Public|HasOutParms
        (struct out_Rotator@0x0, struct in_FlagRotator@0xc, struct in_Rotator@0x18)
  SCRIPT   AlicePawn.SetAliceCameraVector                                   180    Defined|Simulated|Public|HasOutParms
        (struct out_vector@0x0, struct in_FlagVector@0xc, struct in_Vector@0x18)
  SCRIPT   AlicePawn.SetBaseEyeheight                                       79     Defined|Simulated|Public
        (object APC@0x0)
  SCRIPT   AlicePawn.SetBlankACP                                            446    Defined|Simulated|Event|Public|HasOutParms
        (struct ACP@0x0)
  SCRIPT   AlicePawn.SetBubbleEffect                                        53     Defined|Public
        ()
  SCRIPT   AlicePawn.SetCameraMagnet                                        412    Defined|Simulated|Public
        (object Candidate@0x0, object LookAtAct@0x4)
  SCRIPT   AlicePawn.SetCameraStickToAlice                                  122    Defined|Simulated|Public|HasDefaults
        (bool bEnable@0x0, struct ACP@0x4)
  SCRIPT   AlicePawn.SetCanSpin                                             31     Defined|Exec|Public
        ()
  SCRIPT   AlicePawn.SetClothSpec                                           36     Defined|Exec|Public
        (name TargetClothName@0x0, float NewGuideRestitutionDecay@0x8)
  SCRIPT   AlicePawn.SetColdBreath                                          53     Defined|Event|Public
        ()
  NATIVE   AlicePawn.SetCollisionWithoutCheck                               7      Native|Public
        (bool bEnable@0x0)
  SCRIPT   AlicePawn.SetConversing                                          130    Defined|Simulated|Event|HasOptionalParms|Public
        (bool bConv@0x0, bool bUseCommLink@0x4)
  NATIVE   AlicePawn.SetCurAbilityCamera                                    7      Native|Public|HasOutParms
        (struct ACP@0x0)
  NATIVE   AlicePawn.SetCurAbilityCameraNull                                2      Native|Public
        ()
  NATIVE   AlicePawn.SetCurCameraPreset                                     7      Native|Public|HasOutParms
        (struct ACP@0x0)
  NATIVE   AlicePawn.SetCurCameraPresetNull                                 2      Native|Public
        ()
  SCRIPT   AlicePawn.SetDamageEffect                                        165    Defined|Simulated|Public
        (object DamageCauser@0x0, object APC@0x4, object localProjectile@0x8)
  SCRIPT   AlicePawn.SetDelayedCameraPOV                                    305    Defined|Public|HasOutParms
        (struct CameraPOV@0x0, float fDeltaTime@0x1c, object APC@0x20)
  SCRIPT   AlicePawn.SetForegroundUIDOFParameters                           85     Defined|Public|HasOutParms
        (struct PPSettings@0x0)
  SCRIPT   AlicePawn.SetGlideType                                           40     Defined|Public
        (int iType@0x0)
  SCRIPT   AlicePawn.SetHairInfoToHairComponent                             535    Defined|Event|Public|HasOutParms
        (struct HairInfo@0x0)
  STUB     AlicePawn.SetLockOnCameraParameters                              3      Public
        ()
  SCRIPT   AlicePawn.SetLockOnDOFParameters                                 258    Defined|Public|HasOutParms
        (struct PPSettings@0x0)
  SCRIPT   AlicePawn.SetMaterialsIntoAliceSkelComponents                    196    Defined|Public
        (int Index@0x0)
  SCRIPT   AlicePawn.SetNormalWalkParameters                                9      Defined|Public
        ()
  SCRIPT   AlicePawn.SetSwimParameters                                      26     Defined|Public
        ()
  SCRIPT   AlicePawn.SetTimerToHideWeapon                                   64     Defined|Simulated|Public
        ()
  NATIVE   AlicePawn.SetUserWonderlandDress                                 7      Native|Public
        (byte Dress@0x0)
  SCRIPT   AlicePawn.SetUsingCommLink                                       165    Defined|Simulated|Public
        (bool bUsing@0x0)
  SCRIPT   AlicePawn.SetWaterWalkParameters                                 26     Defined|Public
        ()
  SCRIPT   AlicePawn.SetWonderlandDress                                     1047   Defined|Event|Public|HasOutParms
        (struct NewDress@0x0, bool bUpdateHair@0x14, byte NextDress@0x18)
  SCRIPT   AlicePawn.SetWonderlandDressDLCMODInfo                           554    Defined|Simulated|Public
        (byte UserDress@0x0, object APC@0x4)
  SCRIPT   AlicePawn.SetWonderlandDressWithWeaponDLCMODInfo                 461    Defined|Simulated|Public
        (byte UserDress@0x0, object APC@0x4)
  SCRIPT   AlicePawn.SetXPValue                                             14     Defined|Public
        (int Value@0x0)
  SCRIPT   AlicePawn.ShieldDamage                                           36     Defined|Event|HasOptionalParms|Public
